epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.01177458716521525,0.01177458716521525,0.006346878884043418,0.006346878884043418
1,0.005455740662370975,0.005455740662370975,0.0060627748054407895,0.0060627748054407895
2,0.004471752138703655,0.004471752138703655,0.005426983583566486,0.005426983583566486
3,0.003920761595275475,0.003920761595275475,0.003969159324457045,0.003969159324457045
4,0.003599415171345667,0.003599415171345667,0.004535203258804723,0.004535203258804723
