epoch,loss,lr,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.011313746473045934,0.001,0.011313746473045934,0.007852605219651648,0.007852605219651648
1,0.008418889554182553,0.001,0.008418889554182553,0.006648172973496776,0.006648172973496776
2,0.007266812195281103,0.001,0.007266812195281103,0.007367873068163995,0.007367873068163995
3,0.006581901828972607,0.001,0.006581901828972607,0.00570209700626885,0.00570209700626885
4,0.006040037242343468,0.001,0.006040037242343468,0.005675262467694931,0.005675262467694931
