epoch,loss,lr,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.0020576155142068508,0.0003,0.0020576155142068508,0.0024483034500003267,0.0024483034500003267
1,0.0019323817164330938,0.0003,0.0019323817164330938,0.002396495948437931,0.002396495948437931
2,0.001862403899494692,0.0003,0.001862403899494692,0.0023820231177647706,0.0023820231177647706
3,0.0018151833488743948,0.0003,0.0018151833488743948,0.002424884846649405,0.002424884846649405
4,0.001780836279932378,0.0003,0.001780836279932378,0.0024077363955934033,0.0024077363955934033
