epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.007643502698560742,0.007643502698560742,0.0058549652509644725,0.0058549652509644725
1,0.004897322395572112,0.004897322395572112,0.004614494163542986,0.004614494163542986
2,0.004149183969741633,0.004149183969741633,0.0039110980547812525,0.0039110980547812525
3,0.0037427001905007196,0.0037427001905007196,0.003921756739949896,0.003921756739949896
4,0.0034779569878222285,0.0034779569878222285,0.003988871090557604,0.003988871090557604
