epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.01740955516239041,0.01740955516239041,0.006857108808800477,0.006857108808800477
1,0.005657927609942028,0.005657927609942028,0.005698913256225943,0.005698913256225943
2,0.004864158539523512,0.004864158539523512,0.005389624579245744,0.005389624579245744
