epoch,loss,lr,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.01924405688359648,0.001,0.019244060980146544,0.00829735393857672,0.008297352037918405
1,0.009972473846040856,0.001,0.009972475064534447,0.007549486455640623,0.007549489100723445
