epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.0003907970251262448,0.010594629562972352,6.512094319356149e-05,0.004944935739927349
1,8.700874212279867e-05,0.005725891570793861,5.956969529308765e-05,0.004572230087225737
2,6.013122982545034e-05,0.004863723255535255,4.4476383101974364e-05,0.0038639790496351766
