epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.007540394292424038,0.05770837136971077,0.002240551127957142,0.03887156399334369
1,0.001980964396247288,0.03666457516777454,0.0021890778699573004,0.038568994328886476
2,0.001415749533352596,0.031084338189745275,0.0013798430783446042,0.031089617052958124
