epoch,loss,lr,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.0056540635042844475,0.001,0.0056540635042844475,0.005456077089013697,0.005456077089013697
1,0.005332061420059945,0.001,0.005332061420059945,0.006444251611955515,0.006444251611955515
2,0.0050706555000212825,0.001,0.0050706555000212825,0.005537167879290321,0.005537167879290321
3,0.00483797337523514,0.001,0.00483797337523514,0.004742627966338071,0.004742627966338071
4,0.004698374285513386,0.001,0.004698374285513386,0.005775774855445437,0.005775774855445437
