epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.011559702131637012,0.011559702131637012,0.009140231976298248,0.009140231976298248
1,0.005905019280737111,0.005905019280737111,0.007244897632017022,0.007244897632017022
2,0.005492454245305752,0.005492454245305752,0.005752014709623898,0.005752014709623898
3,0.005463343058828601,0.005463343058828601,0.005631294650386791,0.005631294650386791
4,0.00494864936933886,0.00494864936933886,0.005020218533368743,0.005020218533368743
5,0.0047298715964556245,0.0047298715964556245,0.00531284528930171,0.00531284528930171
6,0.004724509369556553,0.004724509369556553,0.005586109517687032,0.005586109517687032
